rentree_scolaire;academie;code_du_departement;departement;uai;nom;code_insee_de_la_commune;nom_de_la_commune;secteur;type_de_lycee;ips
2020-2021;AIX-MARSEILLE;84;VAUCLUSE;0840940R;LYCEE TECHNOLOGIQUE PRIVE SAINT JEAN BAPTISTE DE LA SALLE;84007;AVIGNON;privé sous contrat;LPO;116.5
2020-2021;NANTES;85;VENDEE;0850016F;LYCEE POLYVALENT ATLANTIQUE;85128;LUCON;public;LPO;97.1
2020-2021;NANTES;85;VENDEE;0850028U;LYCEE PROFESSIONNEL EDOUARD BRANLY;85191;LA ROCHE SUR YON;public;LPO;86.6
2020-2021;NANTES;85;VENDEE;0850043K;LYCEE PROFESSIONNEL VALERE MATHE;85194;LES SABLES D OLONNE;public;LP;87.7
2020-2021;NANTES;85;VENDEE;0850068M;LYCEE POLYVALENT FRANCOIS RABELAIS;85092;FONTENAY LE COMTE;public;LPO;101
2020-2021;NANTES;85;VENDEE;0850118S;LYCEE GENERAL PRIVE L ESPERANCE;85202;SAINTE CECILE;privé sous contrat;LEGT;127.7
2020-2021;NANTES;85;VENDEE;0850142T;LYCEE POLYVALENT PRIVE NOTRE DAME;85047;CHALLANS;privé sous contrat;LPO;107.7
2020-2021;NANTES;85;VENDEE;0851344Z;LYCEE POLYVALENT PRIVE NOTRE DAME LYCEE DES METIERS DU BOIS ET DE L HABITAT;85092;FONTENAY LE COMTE;privé sous contrat;LPO;108.3
2020-2021;NANTES;85;VENDEE;0851400K;LYCEE POLYVALENT JEAN MONNET;85109;LES HERBIERS;public;LPO;94.5
2020-2021;POITIERS;86;VIENNE;0860003L;LYCEE GENERAL ET TECHNOLOGIQUE MARCELIN BERTHELOT;86066;CHATELLERAULT;public;LEGT;113.6
2020-2021;POITIERS;86;VIENNE;0860010U;LYCEE PROFESSIONNEL LES TERRES ROUGES;86078;CIVRAY;public;LP;80.9
2020-2021;POITIERS;86;VIENNE;0860021F;LYCEE GENERAL ET TECHNOLOGIQUE GUY CHAUVET;86137;LOUDUN;public;LEGT;104
2020-2021;POITIERS;86;VIENNE;0860022G;LYCEE PROFESSIONNEL MARC GODRIE LYCEE DES METIERS DES ARTS DU GOUT ET DES SERVICES A LA PERSONNE;86137;LOUDUN;public;LP;85.6
2020-2021;POITIERS;86;VIENNE;0861228T;LYCEE GENERAL ET TECHNOLOGIQUE DU BOIS D AMOUR;86194;POITIERS;public;LEGT;123.7
2020-2021;LIMOGES;87;HAUTE-VIENNE;0870004G;LYCEE PROFESSIONNEL MARTIN NADAUD LYCEE DES METIERS DU BATIMENT DE L ENERGETIQUE DE LA CLIMATIQUE ET DU DEVELOPPEMENT DURABLE;87011;BELLAC;public;LP;71.8
2020-2021;LIMOGES;87;HAUTE-VIENNE;0870050G;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BAPTISTE DARNET;87187;SAINT YRIEIX LA PERCHE;public;LEGT;107.9
2020-2021;LIMOGES;87;HAUTE-VIENNE;0870081R;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE BEAUPEYRAT;87085;LIMOGES;privé sous contrat;LEGT;130
2020-2021;LIMOGES;87;HAUTE-VIENNE;0870748R;LYCEE PROFESSIONNEL LE MAS JAMBOST LYCEE DES METIERS DES ARTS ET TECHNIQUES;87085;LIMOGES;public;LP;82.2
2020-2021;LIMOGES;87;HAUTE-VIENNE;0870864S;LYCEE ENSEIGNEMENT GENERAL PRIVE SAINT JEAN;87085;LIMOGES;privé sous contrat;LEGT;134
2020-2021;LIMOGES;87;HAUTE-VIENNE;0871030X;LYCEE POLYVALENT JEAN MONNET LYCEE DES METIERS DE L HOTELLERIE RESTAURATION ET DE L ALIMENTATION;87085;LIMOGES;public;LPO;92.6
2020-2021;NANCY-METZ;88;VOSGES;0880019T;LYCEE GENERAL ET TECHNOLOGIQUE LOUIS LAPICQUE;88160;EPINAL;public;LEGT;103.4
2020-2021;NANCY-METZ;88;VOSGES;0880030E;LYCEE GENERAL LA HAIE GRISELLE;88196;GERARDMER;public;LEGT;123.5
2020-2021;NANCY-METZ;88;VOSGES;0880031F;LYCEE PROFESSIONNEL PIERRE GILLES DE GENNES LYCEE DES METIERS DE L AUTOMOBILE ET DU TRANSPORT;88196;GERARDMER;public;LP;87.3
2020-2021;NANCY-METZ;88;VOSGES;0880036L;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BAPTISTE VUILLAUME;88304;MIRECOURT;public;LPO;111.1
2020-2021;NANCY-METZ;88;VOSGES;0880099E;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE BEAU JARDIN;88413;SAINT DIE DES VOSGES;privé sous contrat;LEGT;111
2020-2021;NANCY-METZ;88;VOSGES;0880120C;LYCEE PROFESSIONNEL PRIVE NOTRE DAME DE LA PROVIDENCE;88413;SAINT DIE DES VOSGES;privé sous contrat;LP;96.3
2020-2021;NANCY-METZ;88;VOSGES;0881140L;LYCEE PROFESSIONNEL CAMILLE CLAUDEL;88383;REMIREMONT;public;LP;76.6
2020-2021;DIJON;89;YONNE;0890053Z;LYCEE PROFESSIONNEL PIERRE ET MARIE CURIE LYCEE DES METIERS;89387;SENS;public;LP;83
2020-2021;BESANCON;90;TERRITOIRE DE BELFORT;0900019G;LYCEE PROFESSIONNEL JULES FERRY LYCEE DES METIERS DES SERVICES AUX COLLECTIVITES AUX ENTREPRISES ET A LA PERSONNE;90033;DELLE;public;LP;76.6
2020-2021;BESANCON;90;TERRITOIRE DE BELFORT;0900030U;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINTE MARIE;90010;BELFORT;privé sous contrat;LEGT;134
2020-2021;BESANCON;90;TERRITOIRE DE BELFORT;0900355X;LYCEE PROFESSIONNEL DENIS DIDEROT LYCEE DES METIERS DE L ELECTRICITE DES TECHNOLOGIES NUMERIQUES ET DE LA PRODUCTIQUE;90008;BAVILLIERS;public;LP;87.3
2020-2021;BESANCON;90;TERRITOIRE DE BELFORT;0900425Y;LYCEE PROFESSIONNEL PRIVE SAINT JOSEPH;90010;BELFORT;privé sous contrat;LP;84.6
2020-2021;VERSAILLES;91;ESSONNE;0910623H;LYCEE GENERAL ET TECHNOLOGIQUE MARCEL PAGNOL;91027;ATHIS MONS;public;LEGT;101.6
2020-2021;VERSAILLES;91;ESSONNE;0910627M;LYCEE GENERAL ET TECHNOLOGIQUE JEAN BAPTISTE COROT;91589;SAVIGNY SUR ORGE;public;LEGT;115.5
2020-2021;VERSAILLES;91;ESSONNE;0910629P;LYCEE PROFESSIONNEL CHATEAU DES COUDRAIES LYCEE DES METIERS DE BOUCHE ET D HOTELLERIE;91225;ETIOLLES;public;LP;95.4
2020-2021;VERSAILLES;91;ESSONNE;0910715H;LYCEE PROFESSIONNEL JEAN PERRIN LYCEE DES METIERS DE L INDUSTRIE DU SERVICE A LA PERSONNE ET AUX ENTREPRISES;91345;LONGJUMEAU;public;LP;84.4
2020-2021;VERSAILLES;91;ESSONNE;0910819W;LYCEE PRIVE DU COURS SECONDAIRE D ORSAY;91471;ORSAY;privé sous contrat;LEGT;151.9
2020-2021;VERSAILLES;91;ESSONNE;0910824B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE DU SACRE COEUR;91665;LA VILLE DU BOIS;privé sous contrat;LEGT;142.6
2020-2021;VERSAILLES;91;ESSONNE;0910826D;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT LOUIS SAINT CLEMENT;91687;VIRY CHATILLON;privé sous contrat;LEGT;133.5
2020-2021;VERSAILLES;91;ESSONNE;0910838S;LYCEE POLYVALENT PRIVE BETH RIVKAH;91691;YERRES;privé sous contrat;LPO;126.4
2020-2021;VERSAILLES;91;ESSONNE;0910975R;LYCEE POLYVALENT JEAN PIERRE TIMBAUD;91103;BRETIGNY SUR ORGE;public;LPO;106.9
2020-2021;VERSAILLES;91;ESSONNE;0911346U;LYCEE GENERAL ET TECHNOLOGIQUE ALBERT EINSTEIN;91549;SAINTE GENEVIEVE DES BOIS;public;LEGT;106.1
2020-2021;VERSAILLES;91;ESSONNE;0911401D;LYCEE PROFESSIONNEL NELSON MANDELA;91223;ETAMPES;public;LP;88.1
2020-2021;VERSAILLES;91;ESSONNE;0911927A;LYCEE GENERAL ET TECHNOLOGIQUE MAURICE ELIOT;91215;EPINAY SOUS SENART;public;LEGT;106.9
2020-2021;VERSAILLES;91;ESSONNE;0911938M;LYCEE GENERAL ET TECHNOLOGIQUE CAMILLE CLAUDEL;91477;PALAISEAU;public;LEGT;134.4
2020-2021;VERSAILLES;92;HAUTS-DE-SEINE;0920132U;LYCEE GENERAL ET TECHNOLOGIQUE ALBERT CAMUS;92009;BOIS COLOMBES;public;LEGT;128.8
2020-2021;VERSAILLES;92;HAUTS-DE-SEINE;0920136Y;LYCEE POLYVALENT NEWTON ENREA;92024;CLICHY;public;LPO;91.2
2020-2021;VERSAILLES;92;HAUTS-DE-SEINE;0920138A;LYCEE GENERAL ET TECHNOLOGIQUE PAUL LAPIE;92026;COURBEVOIE;public;LEGT;125
2020-2021;VERSAILLES;92;HAUTS-DE-SEINE;0920143F;LYCEE D ENSEIGNEMENT GENERAL LA FOLIE SAINT JAMES;92051;NEUILLY SUR SEINE;public;LEGT;133.3
2020-2021;VERSAILLES;92;HAUTS-DE-SEINE;0920149M;LYCEE GENERAL ET TECHNOLOGIQUE MICHELET;92075;VANVES;public;LEGT;136
2020-2021;VERSAILLES;92;HAUTS-DE-SEINE;0920150N;LYCEE POLYVALENT DE PRONY LYCEE DES METIERS DU BOIS DE L EBENISTERIE DE LA TECHNIQUE DE L ARCHITECTURE ET DE L HABITAT;92004;ASNIERES SUR SEINE;public;LP;88.6
2020-2021;VERSAILLES;92;HAUTS-DE-SEINE;0920171L;LYCEE PROFESSIONNEL LOUIS BLERIOT LYCEE DES METIERS DE L ENERGIE;92073;SURESNES;public;LP;87.3
2020-2021;VERSAILLES;92;HAUTS-DE-SEINE;0920906K;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME;92014;BOURG LA REINE;privé sous contrat;LEGT;144.6
2020-2021;VERSAILLES;92;HAUTS-DE-SEINE;0920907L;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SOPHIE BARAT;92019;CHATENAY MALABRY;privé sous contrat;LEGT;141.4
2020-2021;VERSAILLES;92;HAUTS-DE-SEINE;0920908M;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT THOMAS DE VILLENEUVE;92022;CHAVILLE;privé sous contrat;LEGT;151.3
2020-2021;VERSAILLES;92;HAUTS-DE-SEINE;0920921B;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE SAINT DOMINIQUE;92051;NEUILLY SUR SEINE;privé sous contrat;LEGT;151.2
2020-2021;VERSAILLES;92;HAUTS-DE-SEINE;0920981S;LYCEE PROFESSIONNEL PRIVE SAINT PHILIPPE;92048;MEUDON;privé sous contrat;LP;94.1
2020-2021;VERSAILLES;92;HAUTS-DE-SEINE;0921166T;LYCEE POLYVALENT JEAN JAURES LYCEE DES METIERS DE LA SANTE ET DU SOCIAL;92019;CHATENAY MALABRY;public;LPO;100.7
2020-2021;VERSAILLES;92;HAUTS-DE-SEINE;0921229L;LYCEE POLYVALENT ANATOLE FRANCE LYCEE DES METIERS DE L ELECTROTECHNIQUE DES SERVICES ET DE LA TAPISSERIE D AMEUBLEMENT;92025;COLOMBES;public;LP;80.3
2020-2021;VERSAILLES;92;HAUTS-DE-SEINE;0921230M;LYCEE POLYVALENT LEONARD DE VINCI LYCEE DES METIERS DE LA MICRO TECHNOLOGIE DE L OPTIQUE ET DES SERVICES AUX ENTREPRISES;92044;LEVALLOIS PERRET;public;LPO;116.4
2020-2021;VERSAILLES;92;HAUTS-DE-SEINE;0921592F;LYCEE PROFESSIONNEL LES COTES DE VILLEBON LYCEE DES METIERS DE BOUCHE DU COMMERCE ET DE L INDUSTRIE;92048;MEUDON;public;LP;90.6
2020-2021;VERSAILLES;92;HAUTS-DE-SEINE;0921625S;LYCEE PROFESSIONNEL PAUL PAINLEVE LYCEE DES METIERS DU COMMERCE DE LA COMMUNICATION ET DE LA GESTION;92026;COURBEVOIE;public;LP;86.3
2020-2021;VERSAILLES;92;HAUTS-DE-SEINE;0921626T;LYCEE PROFESSIONNEL CLAUDE CHAPPE;92050;NANTERRE;public;LP;88.3
2020-2021;VERSAILLES;92;HAUTS-DE-SEINE;0922149L;LYCEE POLYVALENT AUFFRAY LYCEE DES METIERS DE L HOTELLERIE TOURISME DE LA SANTE ET DU SOCIAL;92024;CLICHY;public;LPO;93
2020-2021;VERSAILLES;92;HAUTS-DE-SEINE;0922249V;LYCEE POLYVALENT MONTESQUIEU;92060;LE PLESSIS ROBINSON;public;LPO;110.2
2020-2021;VERSAILLES;92;HAUTS-DE-SEINE;0922867S;LYCEE GENERAL ET TECHNOLOGIQUE ECOLE EUROPEENNE DE PARIS LA DEFENSE;92026;COURBEVOIE;public;LEGT;121.3
2020-2021;CRETEIL;93;SEINE-SAINT-DENIS;0930118Y;LYCEE GENERAL ET TECHNOLOGIQUE JEAN RENOIR;93010;BONDY;public;LEGT;87.1
2020-2021;CRETEIL;93;SEINE-SAINT-DENIS;0930119Z;LYCEE POLYVALENT EUGENE DELACROIX;93029;DRANCY;public;LPO;82.9
2020-2021;CRETEIL;93;SEINE-SAINT-DENIS;0930120A;LYCEE GENERAL ET TECHNOLOGIQUE JACQUES FEYDER;93031;EPINAY SUR SEINE;public;LEGT;80.4
2020-2021;CRETEIL;93;SEINE-SAINT-DENIS;0930122C;LYCEE GENERAL ET TECHNOLOGIQUE CONDORCET;93048;MONTREUIL;public;LEGT;100.7
2020-2021;CRETEIL;93;SEINE-SAINT-DENIS;0930123D;LYCEE GENERAL ET TECHNOLOGIQUE OLYMPE DE GOUGES;93053;NOISY LE SEC;public;LEGT;89.7
2020-2021;CRETEIL;93;SEINE-SAINT-DENIS;0930124E;LYCEE GENERAL ET TECHNOLOGIQUE MARCELIN BERTHELOT;93055;PANTIN;public;LEGT;82.8
2020-2021;CRETEIL;93;SEINE-SAINT-DENIS;0930833A;LYCEE ENSEIGNEMENT GENERAL ET TECHNOLOGIQUE JEAN ZAY;93005;AULNAY SOUS BOIS;public;LEGT;97.6
2020-2021;CRETEIL;93;SEINE-SAINT-DENIS;0930960N;LYCEE PROFESSIONNEL PRIVE ORT;93048;MONTREUIL;privé sous contrat;LP;110.6
2020-2021;CRETEIL;93;SEINE-SAINT-DENIS;0930974D;LYCEE GENERAL PRIVE BLANCHE DE CASTILLE;93077;VILLEMOMBLE;privé sous contrat;LEGT;136.3
2020-2021;CRETEIL;93;SEINE-SAINT-DENIS;0931369H;LYCEE PROFESSIONNEL PRIVE FRANCOISE CABRINI LYCEE DES METIERS DE LA VENTE;93051;NOISY LE GRAND;privé sous contrat;LP;102.2
2020-2021;CRETEIL;93;SEINE-SAINT-DENIS;0931573E;LYCEE PROFESSIONNEL PRIVE ROBERT SCHUMAN;93030;DUGNY;privé sous contrat;LP;110.5
2020-2021;CRETEIL;93;SEINE-SAINT-DENIS;0931813R;LYCEE GENERAL PRIVE ALLIANCE;93057;LES PAVILLONS SOUS BOIS;privé sous contrat;LEGT;130.5
2020-2021;CRETEIL;93;SEINE-SAINT-DENIS;0932026X;LYCEE POLYVALENT ALFRED NOBEL;93014;CLICHY SOUS BOIS;public;LPO;74.2
2020-2021;CRETEIL;93;SEINE-SAINT-DENIS;0932036H;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE FRANCOISE CABRINI;93051;NOISY LE GRAND;privé sous contrat;LEGT;130.4
2020-2021;CRETEIL;93;SEINE-SAINT-DENIS;0932117W;LYCEE POLYVALENT LUCIE AUBRAC;93055;PANTIN;public;LPO;78
2020-2021;CRETEIL;93;SEINE-SAINT-DENIS;0932119Y;LYCEE POLYVALENT EUGENE HENAFF LYCEE DES METIERS DE L ENERGIE;93006;BAGNOLET;public;LPO;88.5
2020-2021;CRETEIL;93;SEINE-SAINT-DENIS;0932303Y;LYCEE GENERAL PRIVE MERKAZ HATORAH FILLES;93062;LE RAINCY;privé sous contrat;LEGT;141.1
2020-2021;CRETEIL;94;VAL-DE-MARNE;0940112L;LYCEE POLYVALENT LOUISE MICHEL LYCEE DES METIERS DE LA SANTE;94017;CHAMPIGNY SUR MARNE;public;LPO;98.8
2020-2021;CRETEIL;94;VAL-DE-MARNE;0940117S;LYCEE GENERAL EDOUARD BRANLY;94052;NOGENT SUR MARNE;public;LEGT;134
2020-2021;CRETEIL;94;VAL-DE-MARNE;0940129E;LYCEE POLYVALENT JEAN MACE LYCEE DES METIERS DE LA METALLURGIE DE LA MAINTENANCE INDUSTRIELLE ET ELECTRONIQUE;94081;VITRY SUR SEINE;public;LPO;85.4
2020-2021;CRETEIL;94;VAL-DE-MARNE;0940134K;LYCEE PROFESSIONNEL VAL DE BIEVRE;94037;GENTILLY;public;LP;87.3
2020-2021;CRETEIL;94;VAL-DE-MARNE;0940137N;LYCEE PROFESSIONNEL DES METIERS LA SOURCE;94052;NOGENT SUR MARNE;public;LPO;96.1
2020-2021;CRETEIL;94;VAL-DE-MARNE;0940742W;LYCEE POLYVALENT GUILLAUME BUDE;94044;LIMEIL BREVANNES;public;LPO;104.6
2020-2021;CRETEIL;94;VAL-DE-MARNE;0941943B;LYCEE GENERAL PRIVE OZAR HATORAH GARCONS;94028;CRETEIL;privé sous contrat;LEGT;125.8
2020-2021;VERSAILLES;95;VAL-D'OISE;0950640E;LYCEE GENERAL ET TECHNOLOGIQUE JULIE VICTOIRE DAUBIE;95018;ARGENTEUIL;public;LEGT;101.4
2020-2021;VERSAILLES;95;VAL-D'OISE;0950645K;LYCEE GENERAL ET TECHNOLOGIQUE VAN GOGH;95219;ERMONT;public;LEGT;116
2020-2021;VERSAILLES;95;VAL-D'OISE;0950646L;LYCEE GENERAL ET TECHNOLOGIQUE RENE CASSIN;95277;GONESSE;public;LEGT;91.5
2020-2021;VERSAILLES;95;VAL-D'OISE;0950647M;LYCEE GENERAL ET TECHNOLOGIQUE GERARD DE NERVAL;95352;LUZARCHES;public;LEGT;125.2
2020-2021;VERSAILLES;95;VAL-D'OISE;0950648N;LYCEE GENERAL ET TECHNOLOGIQUE JEAN JACQUES ROUSSEAU;95428;MONTMORENCY;public;LEGT;125
2020-2021;VERSAILLES;95;VAL-D'OISE;0950753C;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE NOTRE DAME DE LA PROVIDENCE;95210;ENGHIEN LES BAINS;privé sous contrat;LEGT;139.8
2020-2021;VERSAILLES;95;VAL-D'OISE;0950786N;LYCEE GENERAL ET TECHNOLOGIQUE PRIVE LA SALLLE SAINT ROSAIRE;95585;SARCELLES;privé sous contrat;LEGT;109.4
2020-2021;VERSAILLES;95;VAL-D'OISE;0951104J;LYCEE POLYVALENT JEAN PERRIN LYCEE DES METIERS DES TECHNOLOGIES NUMERIQUES POUR L INDUSTRIE ET LE LABORATOIRE;95572;SAINT OUEN L AUMONE;public;LPO;114.4
2020-2021;VERSAILLES;95;VAL-D'OISE;0951748J;LYCEE POLYVALENT EVARISTE GALOIS;95052;BEAUMONT SUR OISE;public;LPO;102.5
2020-2021;VERSAILLES;95;VAL-D'OISE;0951922Y;LYCEE GENERAL ET TECHNOLOGIQUE CAMILLE SAINT SAENS;95197;DEUIL LA BARRE;public;LEGT;107.9
2020-2021;CORSE;;CORSE-DU-SUD;6200001G;LYCEE GENERAL ET TECHNOLOGIQUE FESCH AJACCIO;;AJACCIO;public;LEGT;113.1
2020-2021;CORSE;;CORSE-DU-SUD;6200003J;LYCEE PROFESSIONNEL JULES ANTONINI AJACCIO;;AJACCIO;public;LP;90.7
2020-2021;CORSE;;CORSE-DU-SUD;6200063Z;LYCEE POLYVALENT JEAN PAUL DE ROCCA SERRA PORTO VECCHIO;;PORTO VECCHIO;public;LPO;99.1
2020-2021;CORSE;;HAUTE-CORSE;7200719U;LYCEE POLYVALENT DU FIUM ORBU;;PRUNELLI DI FIUMORBO;public;LPO;102.9
2020-2021;GUADELOUPE;971;GUADELOUPE;9710052E;LYCEE PROFESSIONNEL LOUIS DELGRES LYCEE DES METIERS DE L ENVIRONNEMENT ET DE L AMENAGEMENT DU BATIMENT;97117;LE MOULE;public;LP;71.7
